Num_Acc,id_vehicule,num_veh,place,catu,sexe,trajet,secu1,secu2,secu3,locp,actp,etatp,year_acc,victim_age,senc,catv,obs,obsm,choc,manv,motor,occutc,catr,voie,v1,v2,circ,nbv,vosp,prof,pr,pr1,plan,lartpc,larrout,surf,infra,situ,vma,jour,mois,lum,dep,com,agg_,int,atm,col,adr,lat,long,hour,nb_victim,nb_vehicules
202100012371,179Â 603,A01,1,1,1,5,2,6,-1,-1, -1,-1,2021,23.0,1,1,0,2,1,3,1,,1,A4.Y,0,,-1,8,0,1,20,299,1,, -1,1,0,1,110,19,10,1,77,77146,1,1,0,2,A4.Y,48.8316,2.64976,18,2,2
202100025835,155Â 513,B01,1,1,1,5,0,-1,-1,0,0,-1,2021,51.0,1,0,0,2,2,19,3,,4,887,-1,,2,2,0,2,39,100,1,, -1,2,5,1,50,3,8,1,29,29042,2,6,0,3,Boulevard de la France Libre,48.239455,-4.494411,9,2,2
202100051252,110Â 069,D01,1,1,1,5,1,4,-1,-1, -1,-1,2021,47.0,1,2,0,2,1,2,1,,7,Route DÃ©partementale 1083,0,,3,2,0,1,38,750,1,, -1,1,0,1,50,14,2,1,67,67137,1,1,0,4,M83,48.50283,7.69353,16,6,4
202100001707,198Â 737,Z01,10,3,1,9,0,-1,-1,3,3,1,2021,73.0,2,2,0,1,8,1,0,,4,LILAS DES,0,,2,2,1,1,0,0,1,, -1,1,0,1,50,21,12,5,64,64445,2,1,0,6,LILAS DES,43.32005,-0.33961,18,2,1
202100008105,187Â 250,B01,1,1,1,5,1,-1,-1,0,0,-1,2021,21.0,2,2,0,2,1,1,1,,2,2,-1,,2,2,0,1,(1),(1),1,, -1,1,0,1,80,14,11,3,971,97115,1,1,0,1,Lamoisse,16.2780015012,-61.6654014587,0,2,2
202100031077,146Â 192,A01,2,2,2,5,2,8,-1,-1, -1,-1,2021,14.0,2,1,0,0,8,1,1,,4,CARNOT (RUE SADI),0,,2,2,0,2,0,0,1,, -1,2,0,1,50,28,6,1,49,49099,2,1,1,7,CARNOT (RUE SADI),47.0612,-0.87092,18,2,1
202100020235,165Â 466,A01,10,3,1,5,0,-1,-1,2,3,1,2021,43.0,2,2,0,1,2,1,1,,4,DUTREIX (RUE ARMAND),0,,2,2,0,1,0,0,1,, -1,1,0,1,50,6,9,1,87,87085,2,1,0,6,DUTREIX (RUE ARMAND),45.83095,1.2434,15,3,1
202100005127,192Â 615,A01,10,3,1,1,0,-1,-1,5,9,1,2021,55.0,3,4,9,1,2,20,1,,3,909,0,,2,5,3,1,0,0,1,, -1,2,5,3,50,2,12,1,92,92044,2,5,0,6,PABLO NERUDA(STADE)4 NERUDA,48.8935436334,2.2995141149,13,2,1
202100038268,133Â 242,B01,1,1,1,5,2,-1,-1,0,0,-1,2021,26.0,1,1,0,2,4,0,5,,3,39,-1,D,2,2,0,1,5,160,1,, -1,1,0,1,-1,23,5,1,72,72199,1,1,0,3,D39,48.24851,0.06816,14,2,2
202100023785,159Â 108,A01,1,1,1,5,2,-1,-1,0,0,-1,2021,21.0,2,1,6,0,3,2,5,,3,3,-1,,2,2,0,2,19,797,4,, -1,1,0,1,50,17,8,1,6,6038,1,1,0,7,Route de Gourdon,43.683484,6.973121,13,2,2
202100043400,124Â 090,B01,1,1,2,1,1,0,-1,-1, -1,-1,2021,51.0,1,2,0,2,4,2,1,,7,Autoroute A.351,0,,1,3,0,1,1,500,1,, -1,1,2,1,90,19,4,1,67,67482,1,1,0,4,M351,48.58729,7.71379,16,3,3
202100044006,123Â 016,A01,10,3,1,5,0,-1,-1,1,3,1,2021,12.0,3,2,0,1,1,9,1,,4,RUE JACQUES ANQUETIL,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50,14,4,1,95,95268,2,1,0,6,RUE JACQUES ANQUETIL,48.961928,2.398331,16,2,1
202100050039,112Â 298,A01,1,1,1,1,2,8,-1,-1, -1,-1,2021,36.0,2,1,0,2,1,1,1,,3,BARBEZIEUX (AVENUE DE),0,,2,2,0,1,11,730,2,4,6,1,5,1,50,26,2,2,16,16089,2,6,0,3,Av de Barbezieux,45.681407,-0.32858,8,2,2
202100047604,116Â 662,A01,1,1,1,5,1,5,-1,-1, -1,-1,2021,21.0,2,2,12,9,1,14,1,,3,BLANCHARD,0,,1,2,0,1,(1),(1),3,, -1,1,0,4,30,17,3,1,971,97120,1,9,0,6,BLANCHARD,16.224162563,-61.5266346931,14,4,1
202100044312,122Â 460,B01,1,1,1,0,2,0,-1,-1, -1,-1,2021,29.0,1,1,0,2,1,17,1,,3,CHANZY S3 (BOULEVARD),0,,2,2,0,1,1,0,1,, -1,1,0,1,30,12,4,1,93,93048,2,1,0,3,CHANZY S3 (BOULEVARD),48.8585698151,2.4303220021,17,2,2
202100050359,111Â 683,B01,1,1,2,9,2,0,-1,0,0,-1,2021,32.0,1,1,0,2,4,23,5,,4,RUE JOSEPH DE MAISTRE,0,,2,2,0,2,(1),(1),1,, -1,1,0,1,50,24,2,1,75,75118,2,1,0,2,RUE JOSEPH DE MAISTRE,48.889673,2.331496,8,2,2
202100053262,106Â 528,A01,1,1,1,0,8,0,-1,-1, -1,-1,2021,28.0,2,1,0,2,1,25,5,,3,ALLIES (BD DES),0,,1,2,1,1,0,1,1,, -1,2,9,1,50,28,1,1,94,94022,2,2,1,3,ALLIES (BD DES),48.76624,2.40451,11,2,2
202100021814,162Â 630,A01,1,1,1,5,8,6,-1,-1, -1,-1,2021,53.0,3,1,8,0,1,1,0,,4,CHAMPIGNOL (QU DE),0,,2,1,1,1,1,0,1,, -1,1,6,5,30,26,8,1,94,94068,2,1,0,6,Quai de Champignol,48.809164,2.513482,14,1,1
202100056227,101Â 393,A01,1,1,1,0,1,-1,-1,-1, -1,-1,2021,34.0,1,2,0,2,0,0,1,,2,230,0,,3,6,0,1,42,377,1,, -1,1,0,1,90,5,1,5,33,33013,1,1,0,4,ROUTE NATIONALE 230,44.868492,-0.504497,17,3,3
202100053541,106Â 016,B01,1,1,1,1,9,-1,-1,0,0,-1,2021,23.0,1,1,0,2,1,16,5,,3,93A,0,D,2,2,0,1,(1),(1),4,, -1,2,0,1,50,28,1,2,59,59258,1,1,1,1,rue de la bertellerie,50.540197,3.220475,8,2,2
202100045168,120Â 997,B01,1,1,1,5,1,-1,-1,0,0,-1,2021,48.0,2,2,0,2,1,19,1,,3,CD94,0,,2,2,0,1,10,140,3,, -1,1,0,1,80,3,4,1,82,82136,1,2,1,3,Route de Campsas,43.90468,1.384814,11,3,2
202100015205,174Â 523,B01,1,1,1,1,2,0,-1,-1, -1,-1,2021,33.0,2,1,0,2,3,2,1,,2,118,0,,2,2,0,1,1,0,1,, -1,2,0,2,90,5,10,2,92,92072,1,1,1,3,N118,48.8211533023,2.2194239697,7,2,2
202100030382,147Â 456,A01,1,1,1,5,1,0,-1,0,0,-1,2021,23.0,1,2,2,0,0,0,1,,3,BEAUCAIRE (ROUTE),0,,2,0,0,1,20,0,1,, -1,1,0,1,90,1,7,3,30,30189,1,1,0,6,BEAUCAIRE (ROUTE),43.8338038103,4.4184958935,1,4,1
202100019485,166Â 807,A01,1,1,1,0,8,-1,-1,-1, -1,-1,2021,34.0,2,1,0,0,0,0,1,,4,COURLANCY (RUE DE),0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50,11,9,1,51,51454,2,1,0,6,Rue de Courlancy,49.24315,4.02149,15,2,2
202100030821,146Â 674,B01,1,1,2,0,8,0,-1,-1, -1,-1,2021,66.0,2,2,0,2,4,2,1,,7,OLBIA  (VOIE),0,,1,2,0,1,13,940,1,, -1,1,0,1,50,30,6,1,83,83069,2,1,1,4,OLBIA  (VOIE),43.11569,6.13945,7,3,3
202100052184,108Â 432,A01,1,1,1,4,0,-1,-1,0,0,-1,2021,59.0,2,4,0,0,7,1,1,,1,A4,0,,3,4,0,1,193,568,1,, -1,1,0,3,130,9,2,3,51,51572,1,1,0,7,A4,49.0379237014,4.6284147651,5,1,1
202100020646,164Â 724,A01,1,1,1,4,1,-1,-1,0,0,-1,2021,18.0,1,4,0,2,3,13,1,,3,923,0,D,2,2,0,1,11,838,3,, -1,1,0,1,70,6,9,1,44,44096,1,1,0,1,D923,47.414313,-1.189372,14,2,2
202100038149,133Â 460,B01,1,1,1,1,8,-1,-1,-1, -1,-1,2021,35.0,2,2,0,2,4,2,1,,4,GERLAND (DE)                        (R ),0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50,26,5,1,69,69387,2,1,0,2,GERLAND (DE) (R),45.74247,4.84129,17,2,2
202100047013,117Â 742,B01,1,1,2,1,8,0,-1,-1, -1,-1,2021,20.0,2,2,0,2,1,1,0,,1,A104,0,,-1,2,0,1,16,0,1,, -1,1,0,1,90,23,3,1,77,77514,1,1,0,6,A104,48.93186,2.62813,8,3,3
202100024723,157Â 455,A01,1,1,2,1,2,6,-1,-1, -1,-1,2021,26.0,2,1,0,2,1,3,1,,4,GASQUET (AVE JOSEPH DE 1408 A FIN,0,,2,2,0,1,32,750,1,, -1,1,0,1,50,10,8,1,83,83137,2,4,0,3,GASQUET (AVE JOSEPH DE 1408 A FIN,43.122035,5.973509,8,2,2
202100049627,113Â 034,B01,3,2,2,9,1,8,-1,-1, -1,-1,2021,31.0,1,2,0,2,4,23,1,,3,R D 900,0,,3,2,0,1,4,2480,1,, -1,1,0,1,70,26,2,1,66,66136,1,1,0,4,R D 900,42.68145,2.85703,17,6,4
202100014986,174Â 918,B01,1,1,1,5,2,6,-1,-1, -1,-1,2021,28.0,1,1,0,2,1,1,1,,4,QUINZIEME CORPS (RUE DU),0,,2,2,0,1,(1),0,1,, -1,1,0,1,50,5,10,5,83,83069,2,3,0,1,QUINZIEME CORPS (RUE DU),43.12194,6.14086,21,2,2
202100009444,184Â 818,A01,10,3,2,0,0,-1,-1,2,3,1,2021,21.0,3,2,0,1,2,0,1,,4,MONNET   AVENUE JEAN,0,,2,4,2,1,(1),(1),1,, -1,1,6,1,50,4,11,1,17,17300,2,1,0,6,MONNET   AVENUE JEAN,46.14432,-1.15304,15,2,1
202100007946,187Â 533,E01,1,1,2,1,1,0,-1,-1, -1,-1,2021,59.0,1,2,0,2,0,0,1,,1,AUTOROUTE A1,0,,1,8,0,1,12,0,1,, -1,1,0,1,110,16,11,4,93,93005,1,1,0,5,AUTOROUTE A1,48.9607215909,2.4678989547,20,7,7
202100026117,155Â 011,A01,1,1,1,1,1,0,-1,-1, -1,-1,2021,20.0,1,2,0,2,2,19,1,,2,RN104,0,,1,1,0,1,0,0,1,, -1,1,0,1,90,30,7,1,91,91103,2,4,0,3,CD 133,48.62441,2.29749,14,2,2
202100019631,166Â 550,A01,1,1,1,0,1,8,-1,-1, -1,-1,2021,37.0,1,2,0,2,1,13,1,,3,R.D.20,0,,2,2,0,1,0,0,1,, -1,1,0,1,50,9,9,1,91,91223,2,1,0,1,R.D.20,48.42871,2.15784,14,2,2
202100020329,165Â 298,B01,1,1,1,5,2,0,-1,0,0,-1,2021,19.0,1,1,0,2,1,1,3,,4,QUAI D AUSTERLITZ,0,,2,3,1,2,(1),(1),1,, -1,1,9,1,30,7,9,1,75,75113,2,1,0,3,QUAI D AUSTERLITZ,48.843009,2.36625,19,2,2
202100041998,126Â 552,B01,1,1,2,9,1,8,-1,-1, -1,-1,2021,43.0,3,2,0,2,7,1,6,,9,LALLOUETTE,0,,1,0,0,1,(1),(1),1,, -1,2,9,1,50,26,4,1,973,97302,2,9,1,3,LALLOUETTE,4.9406975962,-52.3293986321,11,2,2
202100002916,196Â 556,A01,1,1,2,1,1,0,0,-1,0,-1,2021,34.0,2,2,0,2,2,1,1,,4,REPUBLIQUE (RUE DE LA) A PARTIR DE NÂ° 20,0,,2,2,0,1,0,0,1,, -1,1,0,1,50,13,12,1,61,61006,2,3,0,3,REPUBLIQUE (RUE DE LA) A PARTIR DE NÂ° 20,48.747039,-0.019366,13,2,2
202100019969,165Â 941,A01,2,2,1,9,1,-1,-1,0,0,-1,2021,23.0,1,2,0,2,3,13,1,,3,6089,-1,,2,2,0,1,(1),(1),1,, -1,2,0,1,90,9,9,2,24,24229,1,1,1,1,14 Avenue de Rispe,45.136923,1.201497,20,4,2
202100030113,147Â 951,B01,1,1,1,1,8,-1,-1,0,0,-1,2021,60.0,2,0,0,2,7,0,3,,3,38,0,D,2,2,0,1,10,310,1,, -1,1,0,1,50,9,7,1,1,1249,2,3,0,3,935 Route de Tramoyes,45.871063,4.923125,11,2,2
202100020307,165Â 338,B01,1,1,2,5,8,0,-1,-1, -1,-1,2021,15.0,2,1,0,2,0,1,3,,4,ROY D'ESPAGNE (CHEMIN),0,,1,1,0,2,0,0,1,, -1,1,0,1,50,7,9,1,13,13209,2,6,0,3,ROY D'ESPAGNE (CHEMIN),43.24167,5.39729,19,2,2
202100016790,171Â 602,B01,1,1,2,9,1,8,-1,-1, -1,-1,2021,69.0,1,2,0,2,6,1,1,,2,ROUTE NATIONALE 1,0,,3,1,0,1,4,0,1,, -1,1,0,1,50,24,9,1,972,97213,1,1,0,2,ROUTE NATIONALE 1,14.61779,-61.00737,8,2,2
202100039173,131Â 600,A01,1,1,1,2,0,-1,-1,0,0,-1,2021,15.0,0,1,0,0,8,2,5,,4,,-1,,1,1,0,1,(1),(1),1,, -1,1,0,1,30,18,5,1,91,91665,2,1,0,7,Rue de Gaillard,48.658619,2.270565,16,1,1
202100050466,111Â 488,B01,1,1,1,0,8,-1,-1,-1, -1,-1,2021,67.0,2,1,0,2,2,1,5,,3,MESTREZAT (BD),0,,2,3,1,1,18,900,2,, -1,1,-1,1,50,23,2,1,33,33009,2,6,1,3,Boulevard Mestrezat,44.65361,-1.14675,8,2,2
202100014630,175Â 563,B01,1,1,2,9,2,0,-1,0,0,-1,2021,40.0,1,1,0,2,1,1,5,,4,AVENUE JEAN JAURES,0,,2,5,1,1,(1),(1),1,, -1,1,0,5,30,7,10,1,75,75119,2,1,0,3,AVENUE JEAN JAURES,48.888656,2.392559,8,2,2
202100010021,183Â 786,A01,1,1,2,0,1,-1,-1,-1, -1,-1,2021,66.0,3,2,15,0,1,1,1,,4,AVE DE CANEJAN,0,,1,1,0,1,(1),(1),1,, -1,1,0,3,50,29,10,1,33,33318,2,1,0,6,Avenue de CanÃ©jan,44.78097,-0.65889,15,1,1
202100033718,141Â 493,B01,1,1,1,1,1,-1,-1,0,0,-1,2021,26.0,1,2,0,2,3,1,1,,3,36,-1,D,2,2,0,1,8,542,1,, -1,1,0,1,80,18,6,1,72,72292,1,9,0,3,La Grande Malpougere,48.124965,0.747767,14,2,2
202100011303,181Â 535,A01,1,1,1,0,8,-1,-1,0,0,-1,2021,28.0,2,2,2,0,9,13,1,,2,165,0,N,1,1,0,1,2,900,3,, -1,1,3,3,70,25,10,1,29,29234,1,1,0,6,Lieu Dit Kerfleury,47.844083,-3.50215,17,1,1
202100043251,124Â 350,A01,1,1,1,5,2,6,-1,0,0,-1,2021,16.0,3,1,0,2,1,1,1,,4,,0,,2,2,0,1,(1),(1),3,, -1,1,0,1,90,21,2,1,3,3082,1,2,0,3,Rue de PÃ¨re Mathieu,46.2688338272,2.7319324116,11,6,2
202100056347,101Â 180,A01,2,2,1,5,8,0,-1,-1, -1,-1,2021,20.0,2,2,8,0,1,0,1,,4,PIERRE BROSSOLETTE (R),0,,2,2,0,1,0,0,1,, -1,2,0,4,50,3,1,5,94,94053,2,1,1,6,PIERRE BROSSOLETTE (R),48.77629,2.54611,19,2,1
202100037471,134Â 689,A01,1,1,1,5,2,6,-1,0,0,-1,2021,69.0,2,1,0,0,0,1,1,,3,17,-1,,2,2,0,1,6,700,4,, -1,1,0,8,80,30,5,1,28,28012,1,1,0,7,Rue de Courtalain,48.10665,1.174335,15,1,1
202100010309,183Â 277,B01,1,1,1,9,2,0,-1,-1, -1,-1,2021,50.0,1,1,0,2,7,26,1,,4,CHAMPS RUE DES,0,,3,2,0,1,1,0,1,, -1,1,0,1,50,29,10,1,49,49015,2,2,0,3,CHAMPS RUE DES,47.49702,-0.58908,17,3,2
202100055758,102Â 198,A01,1,1,1,1,2,8,-1,-1, -1,-1,2021,23.0,1,1,0,2,1,2,1,,4,AV RENE MORIN,0,,2,2,0,1,0,0,1,, -1,1,0,1,50,8,1,2,91,91432,2,1,0,2,AV RENE MORIN,48.693749,2.324039,7,2,2
202100028741,150Â 352,A01,9,2,1,5,1,-1,-1,0,0,-1,2021,38.0,1,2,13,0,2,14,1,,3,739,0,D,2,2,0,4,16,615,1,0,6,1,0,3,80,16,7,1,16,16068,1,1,0,6,Lieu-Dit Les Pins,45.892323,0.340812,18,4,1
202100031197,145Â 973,A01,10,3,2,9,0,-1,-1,4,3,1,2021,45.0,2,2,0,1,5,4,1,,4,RUE DE TOLBIAC,0,,2,3,0,2,(1),(1),1,, -1,1,0,1,50,3,7,1,75,75113,2,2,0,6,RUE DE TOLBIAC,48.828472,2.372962,11,2,1
202100004266,194Â 131,A01,1,1,2,0,1,-1,-1,-1, -1,-1,2021,63.0,2,2,1,0,2,1,1,,4,RUE DU JARD,0,,2,2,2,1,(1),(1),1,, -1,1,0,1,30,6,12,1,33,33281,2,1,0,6,Rue du Jard,44.85098,-0.63744,11,1,1
202100006317,190Â 494,B01,1,1,1,4,2,6,-1,-1, -1,-1,2021,27.0,3,1,3,2,2,1,1,,4,,0,,2,0,0,1,0,0,1,, -1,2,0,1,30,25,11,5,92,92023,2,1,1,3,CONDORCET (RUE),48.8102389764,2.2679713368,20,2,2
202100042638,125Â 416,A01,1,1,1,5,2,6,-1,0,0,-1,2021,15.0,1,1,0,0,0,21,1,,3,944,-1,,2,2,0,2,9,444,2,, -1,1,0,3,90,25,4,1,5,5056,1,1,0,7,D944,44.635101,6.136208,12,2,2
202100042099,126Â 378,B01,1,1,1,5,0,-1,-1,0,0,-1,2021,80.0,1,1,0,2,1,1,5,,3,752,-1,D,2,2,0,1,0,0,1,, -1,1,0,1,50,28,4,1,44,44213,2,2,0,2,Place Jeanne d'Arc,47.38485,-1.029153,15,2,2
202100047709,116Â 467,B01,1,1,1,0,2,8,-1,-1, -1,-1,2021,24.0,3,1,0,2,3,1,5,,4,IRENE JOLIOT CURIE                  (BD),0,,1,1,2,1,(1),(1),3,, -1,1,-1,5,50,8,3,5,69,69259,2,9,0,3,IRENE JOLIOT CURIE                  (BD),45.71709,4.87748,18,2,2
202100054176,104Â 904,B01,1,1,1,1,1,0,-1,-1,0,-1,2021,31.0,1,5,0,2,5,1,1,,1,1,0,,3,7,0,1,21,900,1,, -1,2,0,1,110,21,1,3,95,95212,1,1,1,4, A1,49.03017,2.53889,17,5,5
202100043190,124Â 460,B01,1,1,1,5,8,8,-1,0,0,-1,2021,46.0,0,1,0,2,6,1,6,,7,POMPIDOU (BD GEORGES),0,,1,3,0,1,(1),(1),1,, -1,1,0,1,50,21,4,1,6,6088,2,9,0,3,POMPIDOU (BD GEORGES),43.66778,7.20427,16,2,2
202100023046,160Â 427,A01,1,1,1,0,8,0,-1,-1, -1,-1,2021,17.0,1,1,0,2,1,19,3,,4,FLANDRES/DUNKERQUE (CARREFOUR),0,,2,2,0,1,0,0,1,, -1,1,0,1,50,23,7,1,66,66136,2,1,0,3,FLANDRES/DUNKERQUE (CARREFOUR),42.68666,2.9072,21,2,2
202100046358,118Â 904,B01,1,1,1,0,2,6,-1,-1, -1,-1,2021,52.0,1,1,0,2,2,1,1,,4,ROMAIN ROLLAND (BOULEVARD),0,,2,4,0,1,(1),(1),1,, -1,1,0,1,50,27,3,1,13,13209,2,1,0,3,ROMAIN ROLLAND (BOULEVARD),43.268879699,5.4041480954,10,2,2
202100019346,167Â 051,A01,1,1,2,5,1,5,-1,0,0,-1,2021,28.0,0,2,0,2,7,1,1,,4,POLITZER (RUE GEORGES),0,,2,8,1,1,(1),(1),1,, -1,1,0,1,50,12,9,1,27,27229,2,2,0,3,POLITZER (RUE GEORGES),49.00625,1.14483,7,2,2
202100005294,192Â 324,A01,10,3,2,0,0,-1,-1,4,3,1,2021,71.0,0,2,0,1,8,15,1,,4,,0,,2,2,0,1,(1),(1),1,, -1,2,0,1,50,1,12,1,51,51454,2,2,1,7,Avenue Jean JaurÃ¨s,49.26168,4.05104,15,2,1
202100003992,194Â 612,A01,1,1,1,0,1,-1,-1,-1, -1,-1,2021,24.0,1,2,0,5,1,1,1,,3,D 1555(SORTIE VILLAGE VERS DRAGUIGNAN),0,,3,4,0,1,7,790,1,, -1,1,0,1,90,6,12,3,83,83141,1,1,0,1,D 1555(SORTIE VILLAGE VERS DRAGUIGNAN),43.48907,6.50744,21,2,2
202100016848,171Â 504,A01,1,1,2,9,1,-1,-1,-1, -1,-1,2021,26.0,1,2,0,2,3,1,1,,4,FOCH. RUE DU MARECHAL,0,,2,2,0,1,0,0,1,, -1,1,5,1,50,23,9,1,76,76561,2,6,0,3,FOCH. RUE DU MARECHAL,49.30137,1.02303,13,2,2
202100055197,103Â 152,B01,1,1,2,1,1,0,-1,-1, -1,-1,2021,28.0,1,2,0,2,4,2,1,,4,GEORGES POMPIDOU (RUE),0,,1,3,0,1,(1),(1),1,, -1,2,5,1,50,12,1,5,10,10387,2,1,1,2,GEORGES POMPIDOU (RUE),48.29663,4.0945,18,2,2
202100039494,131Â 010,B01,1,1,1,5,0,-1,-1,0,0,-1,2021,21.0,1,1,0,2,1,5,1,,2,2006,0,N,2,2,0,2,6,800,3,, -1,1,0,1,70,17,5,5,972,97210,1,1,0,1,Morne Pitault,14.600798,-60.935647,23,2,2
202100044388,122Â 334,A01,1,1,1,1,2,6,-1,0,0,-1,2021,27.0,2,1,0,2,1,17,1,,7,612,0,D,2,2,0,1,2,118,1,, -1,1,0,1,70,31,3,1,34,34270,2,1,0,3,2121 Route de Sete,43.564685,3.850204,16,2,2
202100033112,142Â 564,A01,1,1,1,5,1,-1,-1,0,0,-1,2021,86.0,1,2,0,0,4,1,1,,2,165,-1,,3,4,0,1,13,200,1,, -1,1,0,1,110,21,6,1,56,56004,1,1,0,2,N165 sens Nantes/Brest,47.536558,-2.400159,18,2,2
202100055358,102Â 886,B01,1,1,1,9,2,6,-1,0,0,-1,2021,21.0,2,1,0,2,3,1,1,,4,BOULEVARD PONIATOWSKI,0,,1,2,0,1,(1),(1),1,, -1,2,0,1,50,12,1,1,75,75112,2,7,1,3,BOULEVARD PONIATOWSKI,48.833345,2.402269,10,2,2
202100042562,125Â 548,B01,1,1,2,5,1,0,-1,-1, -1,-1,2021,26.0,1,2,0,0,4,1,1,,1,A507 sens Aubagne- Marseille,0,,1,3,0,1,6,0,1,, -1,1,0,1,70,26,4,1,13,13055,2,1,0,2,A507 sens Aubagne- Marseille,43.3123710575,5.4243680835,15,2,2
202100034518,140Â 027,A01,1,1,1,5,2,-1,-1,0,0,-1,2021,33.0,2,1,2,0,8,1,1,,7,10,-1,,-1,2,0,2,67,600,2,,5,1,0,1,80,14,6,1,13,13111,1,1,1,7,d10,43.551145,5.659504,17,1,1
202100025824,155Â 530,A01,1,1,2,1,1,-1,-1,0,0,-1,2021,23.0,2,2,3,0,3,0,1,,2,4,0,,3,4,0,2,28,600,1,, -1,2,0,1,110,3,8,1,57,57114,1,1,1,6,PR 28+600 nationale 4 sens Phalsbourg / Nancy,48.75386,7.178439,8,1,1
202100041899,126Â 725,A01,1,1,1,0,2,6,-1,-1, -1,-1,2021,45.0,2,1,0,0,1,16,1,,3,BELGES (AV. DES),0,,2,2,0,1,1,810,1,, -1,2,0,1,50,28,4,1,43,43157,2,4,1,7,REPUBLIQUE (BD DE LA),45.0465,3.89209,8,1,1
202100001212,199Â 605,A01,1,1,1,4,2,0,-1,-1, -1,-1,2021,22.0,1,1,0,0,0,21,3,,3,RIMINI (PL DE),0,,4,2,0,1,0,0,2,, -1,2,5,1,30,27,12,1,94,94068,2,7,1,7,RIMINI (PL DE),48.7941,2.49621,14,1,1
202100013012,178Â 488,B01,2,2,2,0,1,0,-1,-1, -1,-1,2021,87.0,1,2,0,2,4,2,1,,1,A13,0,,3,2,0,1,16,899,1,, -1,1,0,1,110,16,10,1,78,78455,1,1,0,2,A13,48.858978,2.05078,11,3,2
202100002207,197Â 848,A01,10,3,2,5,0,-1,-1,3,3,1,2021,68.0,1,2,0,1,1,1,1,,3,927,-1,,2,2,0,1,1,500,1,, -1,1,6,1,50,20,12,1,9,9282,2,1,0,6,Route de Toulouse,43.239134,1.572901,11,2,1
202100000724,200Â 414,A01,10,3,1,0,0,-1,-1,3,3,1,2021,55.0,1,2,0,2,1,15,2,,4,convalescence/vetivers-Vetiver ( rue ),0,,2,4,0,1,2,0,2,, -1,1,0,1,50,30,12,5,976,97611,2,3,0,6,convalescence/vetivers-Vetiver ( rue ),-12.78109,45.22576,18,2,1
202100038704,132Â 452,A01,1,1,1,0,2,6,9,0,0,-1,2021,27.0,1,1,6,0,1,1,1,,7,,-1,,2,2,0,1,10,750,2,, -1,1,0,1,70,22,5,1,6,6157,1,1,0,7,3317 Route de Saint-jeannet,43.748159,7.130126,16,1,1
202100038787,132Â 284,A01,1,1,1,0,2,6,-1,-1, -1,-1,2021,31.0,2,1,12,0,1,0,1,,3,QU DE BERCY,0,,1,2,0,1,1,0,2,, -1,1,0,1,50,21,5,5,94,94018,2,9,0,6,Quai de Bercy,48.82248,2.39772,23,1,1
202100042565,125Â 543,A01,1,1,1,0,2,6,-1,-1, -1,-1,2021,63.0,2,1,3,0,9,2,1,,7,ROUTE NATIONALE 356,0,,3,4,0,1,7,59,1,, -1,1,0,1,90,24,4,1,59,59646,1,1,0,6,ROUTE NATIONALE 356,50.683163,3.13196,18,1,1
202100024962,157Â 043,A01,1,1,1,0,1,-1,-1,0,0,-1,2021,79.0,1,2,0,2,3,1,1,,3,41,-1,,2,2,0,1,5,578,3,, -1,2,0,1,80,10,8,1,77,77273,1,1,1,1,Route dÃ©partementale 41,49.048684,2.762761,8,2,2
202100035556,138Â 156,A01,10,3,2,5,0,-1,-1,3,3,1,2021,64.0,1,4,0,1,2,1,1,,3,LOUIS BLANC (AV),0,,2,2,0,1,1,0,1,, -1,1,0,1,30,8,6,1,94,94068,2,2,0,6,Avenue Louis Blanc,48.796227,2.500311,16,2,1
202100016439,172Â 246,A01,1,1,1,0,1,0,-1,-1, -1,-1,2021,27.0,2,5,0,2,4,1,1,,4,RAVIER (RUE),0,,2,2,0,1,0,1,1,, -1,2,0,1,50,30,4,1,74,74008,2,1,1,2,RAVIER (RUE),46.20056,6.23025,10,2,2
202100030246,147Â 701,A01,10,3,1,9,0,-1,-1,5,3,2,2021,2.0,1,2,0,1,0,1,1,,4,FORT (ALLEE DU),0,,1,1,0,1,1,0,1,, -1,2,0,1,30,7,7,1,93,93051,2,9,1,6,AllÃ©e du Fort,48.831412,2.558873,16,5,1
202100028489,150Â 793,B01,1,1,1,9,2,8,-1,0,0,-1,2021,41.0,1,1,0,2,1,1,1,,3,LIBERTE AV.DE LA,0,,2,2,0,1,19,260,1,, -1,1,0,1,50,17,7,1,6,6155,2,3,0,1,LIBERTE AV.DE LA,43.572249,7.084288,10,2,2
202100011699,180Â 821,A01,1,1,1,0,2,-1,-1,0,0,-1,2021,50.0,3,1,14,0,1,1,1,,4,,0,,2,2,0,1,(1),(1),1,,4,1,0,1,90,21,10,3,41,41059,1,1,0,6,route de Seur,47.496778,1.336491,21,1,1
202100031155,146Â 044,B01,1,1,2,1,1,0,-1,0,0,-1,2021,21.0,3,2,0,2,3,1,1,,4,POIRIER (RUE DU ),0,,2,2,0,1,1,0,1,, -1,1,0,1,50,30,6,1,14,14137,2,2,0,3,Rue du Poirier,49.19292,-0.44696,18,2,2
