Num_Acc,id_vehicule,num_veh,place,catu,sexe,trajet,secu1,secu2,secu3,locp,actp,etatp,year_acc,victim_age,senc,catv,obs,obsm,choc,manv,motor,occutc,catr,voie,v1,v2,circ,nbv,vosp,prof,pr,pr1,plan,lartpc,larrout,surf,infra,situ,vma,jour,mois,lum,dep,com,agg_,int,atm,col,adr,lat,long,hour,nb_victim,nb_vehicules
202100010880,182Â 280,A01,1,1,1,0,1,0,-1,0,0,-1,2021,24.0,1,2,0,2,1,26,1,,7,MONT-DORE (AVENUE DU),0,,2,2,0,2,(1),(1),1,, -1,1,0,1,50,22,10,5,63,63032,2,4,0,6,MONT-DORE (AVENUE DU),45.74739,3.07094,23,1,1
202100023872,158Â 956,A01,1,1,1,0,2,8,-1,-1, -1,-1,2021,28.0,1,1,8,0,3,14,1,,7,PAIX (RUE DE LA),0,,2,2,1,2,(1),(1),2,, -1,1,0,1,30,13,8,4,67,67447,2,1,0,7,PAIX (RUE DE LA),48.60622,7.72942,21,1,1
202100030915,146Â 501,A01,10,3,1,9,0,-1,-1,1,9,1,2021,86.0,3,6,0,1,1,1,1,,4,,0,,2,2,0,2,(1),(1),4,,3,2,0,1,-1,3,7,1,73,73107,1,4,1,6,lieu dit les bruns,45.4679706778,5.8847349032,14,2,1
202100046095,119Â 363,A01,1,1,1,2,8,-1,-1,-1, -1,-1,2021,19.0,2,1,0,2,1,1,5,,4,CHABAUD (RUE),0,,1,1,0,1,(1),(1),1,, -1,1,0,1,50,29,3,1,51,51454,2,3,0,3,Rue Chabaud,49.2502238437,4.0268394078,8,2,2
202100009980,183Â 864,A01,1,1,1,2,2,-1,-1,0,0,-1,2021,16.0,2,1,0,2,1,1,1,,3,1562,0,,3,2,0,1,0,260,1,, -1,1,5,1,50,21,10,5,33,33227,2,2,0,3,D1562,44.554385,-0.25481,8,2,2
202100008848,185Â 925,Z01,10,3,2,5,8,8,-1,2,3,1,2021,89.0,2,1,0,1,1,15,0,,4,RUE RODIER,0,,1,1,0,2,(1),(1),1,, -1,1,0,1,30,8,11,1,75,75109,2,2,0,6,RUE RODIER,48.880171,2.343767,13,2,1
202100003365,195Â 748,B01,1,1,1,5,2,-1,-1,0,0,-1,2021,58.0,1,1,0,2,8,2,5,,3,408,0,,2,2,0,1,12,600,1,, -1,1,0,1,90,6,12,1,77,77103,1,1,0,3,RD 408 pk 12+600 sens Nangis,48.543376,2.801256,13,2,2
202100038697,132Â 460,A01,1,1,2,5,1,-1,-1,0,0,-1,2021,27.0,1,2,13,0,3,1,1,,7,751,0,C,2,2,0,1,48,728,3,, -1,2,0,8,80,24,5,1,37,37099,1,1,0,6,3 Le PrieurÃ©,47.304882095,0.5589830875,8,1,1
202100047979,115Â 980,B01,1,1,1,5,2,-1,-1,0,0,-1,2021,39.0,2,1,0,2,7,1,5,,3,943,-1,,2,2,0,1,88,750,1,, -1,1,5,1,50,15,3,1,62,62038,2,2,0,3,Route de SAINT-OMER,50.853498,1.984902,16,2,2
202100050367,111Â 667,B01,1,1,2,1,1,0,-1,-1, -1,-1,2021,26.0,0,2,0,2,1,1,1,,3,GENERAL DE GAULLE (AV DU),0,,2,0,0,1,1,0,1,, -1,1,0,1,50,24,2,1,94,94058,2,2,0,3,GENERAL DE GAULLE (AV DU),48.839029,2.508632,14,2,2
202100000678,200Â 502,B01,2,1,1,5,2,6,-1,-1, -1,-1,2021,22.0,2,1,0,2,1,11,1,,7,EUROPE (AV),0,,2,5,3,1,0,0,1,, -1,1,0,1,50,6,6,1,13,13001,2,2,0,1,EUROPE (AV),43.52568,5.45507,20,2,2
202100008855,185Â 910,A01,1,1,1,1,2,6,-1,-1, -1,-1,2021,50.0,-1,1,0,2,1,26,1,,3,CROISAT AMBROISE RD 29 BIS,0,,2,4,0,1,0,1,1,, -1,1,0,1,50,8,11,1,93,93066,2,1,0,3,CROISAT AMBROISE RD 29 BIS,48.92589,2.35609,11,2,2
202100022111,162Â 103,A01,10,3,1,5,0,-1,-1,1,1,1,2021,71.0,2,1,0,1,1,1,1,,4,RUE BREY,0,,1,1,1,2,(1),(1),1,, -1,1,0,1,50,27,8,5,75,75117,2,1,0,6,RUE BREY,48.876861,2.295299,21,2,1
202100055345,102Â 907,B01,1,1,1,4,2,6,-1,0,0,-1,2021,47.0,2,1,0,2,2,3,1,,4,PORTE DE LA PLAINE,0,,1,3,0,1,8,300,1,, -1,1,0,1,70,11,1,5,75,75115,2,1,0,3,PORTE DE LA PLAINE,48.829478,2.287441,17,2,2
202100011055,181Â 961,A01,1,1,1,5,2,6,-1,-1,0,-1,2021,22.0,1,1,0,2,7,1,1,,3,FRANCES(AVENUE DES),0,,3,2,0,1,1,80,3,, -1,1,0,1,50,25,10,5,95,95424,2,6,0,3,FRANCES(AVENUE DES),49.00069,2.20631,21,2,2
202100034006,140Â 973,A01,10,3,2,0,0,-1,-1,4,3,1,2021,79.0,1,4,0,1,1,1,1,,3,,-1,,2,-1,-1,1,(1),(1),1,, -1,1,5,1,-1,16,6,1,92,92035,2,2,0,6,Pierre Joigneaux ( rue ),48.91119,2.2549,10,2,1
202100005157,192Â 559,A01,1,1,1,5,2,-1,-1,0,0,-1,2021,17.0,0,1,0,2,7,17,1,,2,31,0,N,2,2,0,1,38,0,1,, -1,2,0,1,50,2,12,2,60,60188,2,3,0,3,21 Rue de Soissons,49.403591,3.007443,16,2,2
202100001000,199Â 974,A01,10,3,2,1,8,8,-1,0,0,-1,2021,18.0,3,2,0,1,0,9,0,,7,GUESDE JULES RUE,0,,-1,2,0,1,(1),(1),3,, -1,2,0,1,50,28,12,1,59,59350,2,6,1,6,GUESDE JULES RUE,50.645134,3.001597,14,2,1
202100039790,130Â 461,A01,1,1,1,0,2,6,-1,-1, -1,-1,2021,56.0,2,1,0,2,1,2,1,,1,13,0,,3,6,0,1,4,699,1,, -1,2,0,1,70,16,5,1,92,92064,1,1,1,2,A13,48.8395693208,2.2020814717,18,5,2
202100033912,141Â 145,A01,1,1,1,5,1,-1,-1,0,0,-1,2021,36.0,2,5,0,2,2,13,1,,3,906,0,D,2,2,0,2,52,486,2,, -1,2,0,1,80,17,6,1,43,43048,1,1,1,1,la tour,45.336212,3.705118,18,2,2
202100056088,101Â 624,B01,1,1,1,5,2,-1,-1,0,0,-1,2021,68.0,2,1,12,0,0,1,5,,3,,-1,,2,2,0,2,5,222,1,, -1,1,0,1,50,6,1,1,64,64410,2,3,0,7,avenue Henry IV,43.372621,-0.62871,16,2,2
202100044116,122Â 817,A01,1,1,1,9,8,0,-1,-1, -1,-1,2021,19.0,1,1,0,2,4,2,1,,3,ROUTE DEPARTEMENTALE 3,0,,2,0,0,1,3,500,1,, -1,1,0,1,50,13,4,3,972,97213,1,1,0,6,ROUTE DEPARTEMENTALE 3,14.6255,-60.9894,19,1,1
202100025861,155Â 459,B01,1,1,1,5,0,-1,-1,0,0,-1,2021,7.0,3,1,0,2,0,26,5,,4,,-1,,2,2,0,1,375,(1),1,, -1,1,0,1,50,30,3,1,38,38463,1,1,1,1,Route de Rossat,45.179851,5.359078,17,2,2
202100031472,145Â 494,A01,1,1,1,5,2,6,-1,0,0,-1,2021,79.0,3,1,3,0,5,1,1,,3,71,0,,2,2,0,2,(1),(1),4,, -1,1,0,1,80,2,7,1,38,38457,1,1,0,6,D71,45.297592,5.266914,19,1,1
202100042856,125Â 062,B01,1,1,1,3,2,6,-1,-1, -1,-1,2021,30.0,1,1,0,2,1,1,1,,3,LIBERATION ( AVENUE ),0,,-1,2,0,1,5,420,1,, -1,1,0,1,50,23,4,1,62,62178,2,1,0,3,LIBERATION ( AVENUE ),50.493581,2.571756,13,2,2
202100037376,134Â 863,A01,1,1,2,0,1,-1,-1,0,0,-1,2021,56.0,1,2,12,2,3,1,1,,3,657,0,D,2,2,0,1,24,850,1,, -1,1,0,1,50,1,6,1,54,54351,2,1,0,1,Rue Jean JaurÃ©s,48.79862,6.10779,14,2,2
202100055669,102Â 348,B01,1,1,1,9,2,-1,-1,0,0,-1,2021,17.0,2,1,0,2,1,5,5,,2,7,0,,2,3,0,1,92,549,1,, -1,1,0,1,70,8,1,1,26,26198,2,1,0,3,18  Avenue de Gournier,44.5326,4.7392,16,2,2
202100052568,107Â 758,A01,10,3,2,1,0,-1,-1,4,3,1,2021,56.0,1,2,0,1,2,1,1,,4,AVENUE D IENA,0,,2,4,0,1,(1),(1),1,, -1,2,0,1,50,3,2,1,75,75116,2,2,1,6,AVENUE D IENA,48.869532,2.295729,8,2,1
202100036571,136Â 343,A01,10,3,2,1,0,-1,-1,2,3,1,2021,57.0,3,2,0,1,2,1,1,,4,COUTURIER PAUL VAILLANT (AVENUE),0,,2,2,0,1,(1),(1),1,, -1,1,6,1,50,3,6,1,95,95019,2,1,0,6,COUTURIER PAUL VAILLANT (AVENUE),48.98337,2.41943,8,2,1
202100045102,121Â 118,A01,10,3,1,5,0,-1,-1,3,3,1,2021,31.0,0,5,0,1,1,1,1,,4,BOUTET C. AVENUE,0,,1,0,0,2,0,0,1,, -1,1,0,1,50,31,3,2,8,8105,2,1,0,6,BOUTET C. AVENUE,49.775694,4.711244,20,2,1
